store_id,product_id,customer_id,quantity,price,discount,sale_date
S004,P0036,253,3,93.07,0.1,2025-03-15
S002,P0015,285,2,2.6,0.0,2025-03-16
S004,P0035,313,2,27.64,0.0,2025-03-19
S001,P0027,377,4,89.99,0.05,2025-03-19
S005,P0048,290,4,15.01,0.0,2025-03-17
S004,P0040,384,2,10.38,0.2,2025-03-21
S003,P0024,313,2,15.49,0.0,2025-03-19
S003,P0007,275,3,38.96,0.05,2025-03-15
S004,P0027,302,1,37.85,0.1,2025-03-17
S002,P0025,382,3,34.14,0.1,2025-03-17
S003,P0022,290,2,75.4,0.05,2025-03-16
S003,P0034,392,2,70.38,0.0,2025-03-17
S005,P0029,422,3,3.18,0.2,2025-03-16
S004,P0015,419,2,80.58,0.0,2025-03-17
S005,P0047,289,2,40.99,0.05,2025-03-18
S001,P0023,257,3,80.97,0.05,2025-03-21
S005,P0008,333,3,6.23,0.0,2025-03-19
S001,P0036,354,2,82.45,0.0,2025-03-16
S005,P0041,350,5,68.72,0.05,2025-03-20
S003,P0020,267,4,70.82,0.2,2025-03-20
S003,P0044,291,2,73.71,0.2,2025-03-15
S002,P0048,333,3,10.23,0.0,2025-03-20
S004,P0016,394,3,43.49,0.0,2025-03-19
S003,P0026,333,4,93.25,0.2,2025-03-17
S001,P0047,349,3,38.07,0.1,2025-03-21
S001,P0050,417,1,52.96,0.0,2025-03-18
S005,P0033,262,3,1403.181576392266,0.05,2025-03-18
S001,P0013,292,2,54.84,0.0,2025-03-16
S004,P0030,398,3,90.84,0.2,2025-03-17
S005,P0032,278,3,36.93,0.0,2025-03-15
S005,P0015,380,2,82.93,0.1,2025-03-18
S001,P0043,336,5,41.09,0.0,2025-03-18
S005,P0019,384,2,56.03,,2025-03-20
S004,P0049,421,3,96.5,0.2,2025-03-15
S001,P0023,267,2,38.05,0.15,2025-03-20
S002,P0027,307,2,31.66,0.0,2025-03-21
S004,P0039,358,5,41.27,0.0,2025-03-19
S001,P0009,328,2,55.56,0.0,2025-03-20
S005,P0036,293,2,46.72,0.1,2025-03-19
S001,P0044,418,3,90.16,0.0,2025-03-19
